degree,word,numerator,denominator
8,XXXYXXXY,-1,24192
8,XXXYXYXY,-1,10080
8,XXXYYXXY,-1,80640
8,XXXYYYXY,-1,24192
8,XXYXXXXY,1,32256
8,XXYXXYXY,1,13440
8,XXYXYXXY,1,13440
8,XXYXYYXY,1,13440
8,XXYYXXXY,-1,80640
8,XXYYXYXY,1,13440
8,XXYYYXXY,-1,80640
8,XXYYYYXY,1,32256
8,XYXXXXXY,-1,80640
8,XYXXXYXY,-1,10080
8,XYXXYXXY,1,13440
8,XYXXYYXY,1,13440
8,XYXYXXXY,-1,10080
8,XYXYXYXY,-1,2240
8,XYXYYXXY,1,13440
8,XYXYYYXY,-1,10080
8,XYYXXXXY,1,32256
8,XYYXXYXY,1,13440
8,XYYXYXXY,1,13440
8,XYYXYYXY,1,13440
8,XYYYXXXY,-1,24192
8,XYYYXYXY,-1,10080
8,XYYYYXXY,1,32256
8,XYYYYYXY,-1,80640
8,YXXXXXYX,1,80640
8,YXXXXYYX,-1,32256
8,YXXXYXYX,1,10080
8,YXXXYYYX,1,24192
8,YXXYXXYX,-1,13440
8,YXXYXYYX,-1,13440
8,YXXYYXYX,-1,13440
8,YXXYYYYX,-1,32256
8,YXYXXXYX,1,10080
8,YXYXXYYX,-1,13440
8,YXYXYXYX,1,2240
8,YXYXYYYX,1,10080
8,YXYYXXYX,-1,13440
8,YXYYXYYX,-1,13440
8,YXYYYXYX,1,10080
8,YXYYYYYX,1,80640
8,YYXXXXYX,-1,32256
8,YYXXXYYX,1,80640
8,YYXXYXYX,-1,13440
8,YYXXYYYX,1,80640
8,YYXYXXYX,-1,13440
8,YYXYXYYX,-1,13440
8,YYXYYXYX,-1,13440
8,YYXYYYYX,-1,32256
8,YYYXXXYX,1,24192
8,YYYXXYYX,1,80640
8,YYYXYXYX,1,10080
8,YYYXYYYX,1,24192
8,YYYYXXYX,-1,32256
8,YYYYXYYX,-1,32256
8,YYYYYXYX,1,80640
9,XXXXXXXXY,-1,10886400
9,XXXXXXXYX,1,1360800
9,XXXXXXYXY,-1,388800
9,XXXXXXYYX,-1,388800
9,XXXXXYXXY,1,302400
9,XXXXXYXYX,1,113400
9,XXXXXYYXY,1,302400
9,XXXXXYYYX,1,194400
9,XXXXYXXXY,-1,544320
9,XXXXYXXYX,-1,90720
9,XXXXYXYXY,-1,90720
9,XXXXYXYYX,-1,90720
9,XXXXYYXXY,1,362880
9,XXXXYYXYX,-1,90720
9,XXXXYYYXY,-1,544320
9,XXXXYYYYX,-1,155520
9,XXXYXXXXY,-1,544320
9,XXXYXXXYX,1,68040
9,XXXYXYXYX,1,22680
9,XXXYXYYYX,1,68040
9,XXXYYXXXY,-1,272160
9,XXXYYYXXY,-1,272160
9,XXXYYYXYX,1,68040
9,XXXYYYYXY,-1,544320
9,XXXYYYYYX,1,194400
9,XXYXXXXXY,1,302400
9,XXYXXXXYX,-1,90720
9,XXYXXYXXY,1,90720
9,XXYXXYXYX,-1,45360
9,XXYXXYYXY,1,90720
9,XXYXYXXYX,-1,45360
9,XXYXYXYXY,-1,45360
9,XXYXYXYYX,-1,45360
9,XXYXYYXXY,1,90720
9,XXYXYYXYX,-1,45360
9,XXYXYYYYX,-1,90720
9,XXYYXXXXY,1,362880
9,XXYYXXYXY,1,90720
9,XXYYXXYYX,1,90720
9,XXYYXYXXY,1,90720
9,XXYYXYXYX,-1,45360
9,XXYYXYYXY,1,90720
9,XXYYYXXXY,-1,272160
9,XXYYYYXXY,1,362880
9,XXYYYYXYX,-1,90720
9,XXYYYYYXY,1,302400
9,XXYYYYYYX,-1,388800
9,XYXXXXXXY,-1,388800
9,XYXXXXXYX,1,113400
9,XYXXXXYXY,-1,90720
9,XYXXXXYYX,-1,90720
9,XYXXXYXYX,1,22680
9,XYXXXYYYX,1,68040
9,XYXXYXXYX,-1,45360
9,XYXXYXYXY,-1,45360
9,XYXXYXYYX,-1,45360
9,XYXXYYXXY,1,90720
9,XYXXYYXYX,-1,45360
9,XYXXYYYYX,-1,90720
9,XYXYXXXXY,-1,90720
9,XYXYXXXYX,1,22680
9,XYXYXXYXY,-1,45360
9,XYXYXXYYX,-1,45360
9,XYXYXYXXY,-1,45360
9,XYXYXYXYX,1,5670
9,XYXYXYYXY,-1,45360
9,XYXYXYYYX,1,22680
9,XYXYYXXYX,-1,45360
9,XYXYYXYXY,-1,45360
9,XYXYYXYYX,-1,45360
9,XYXYYYXYX,1,22680
9,XYXYYYYXY,-1,90720
9,XYXYYYYYX,1,113400
9,XYYXXXXXY,1,302400
9,XYYXXXXYX,-1,90720
9,XYYXXYXXY,1,90720
9,XYYXXYXYX,-1,45360
9,XYYXXYYXY,1,90720
9,XYYXYXXYX,-1,45360
9,XYYXYXYXY,-1,45360
9,XYYXYXYYX,-1,45360
9,XYYXYYXXY,1,90720
9,XYYXYYXYX,-1,45360
9,XYYXYYYYX,-1,90720
9,XYYYXXXXY,-1,544320
9,XYYYXXXYX,1,68040
9,XYYYXYXYX,1,22680
9,XYYYXYYYX,1,68040
9,XYYYYXXXY,-1,544320
9,XYYYYXXYX,-1,90720
9,XYYYYXYXY,-1,90720
9,XYYYYXYYX,-1,90720
9,XYYYYYXXY,1,302400
9,XYYYYYXYX,1,113400
9,XYYYYYYXY,-1,388800
9,XYYYYYYYX,1,1360800
9,YXXXXXXXY,1,1360800
9,YXXXXXXYX,-1,388800
9,YXXXXXYXY,1,113400
9,YXXXXXYYX,1,302400
9,YXXXXYXXY,-1,90720
9,YXXXXYXYX,-1,90720
9,YXXXXYYXY,-1,90720
9,YXXXXYYYX,-1,544320
9,YXXXYXXXY,1,68040
9,YXXXYXYXY,1,22680
9,YXXXYYYXY,1,68040
9,YXXXYYYYX,-1,544320
9,YXXYXXXXY,-1,90720
9,YXXYXXYXY,-1,45360
9,YXXYXXYYX,1,90720
9,YXXYXYXXY,-1,45360
9,YXXYXYXYX,-1,45360
9,YXXYXYYXY,-1,45360
9,YXXYYXXYX,1,90720
9,YXXYYXYXY,-1,45360
9,YXXYYXYYX,1,90720
9,YXXYYYYXY,-1,90720
9,YXXYYYYYX,1,302400
9,YXYXXXXXY,1,113400
9,YXYXXXXYX,-1,90720
9,YXYXXXYXY,1,22680
9,YXYXXYXXY,-1,45360
9,YXYXXYXYX,-1,45360
9,YXYXXYYXY,-1,45360
9,YXYXYXXXY,1,22680
9,YXYXYXXYX,-1,45360
9,YXYXYXYXY,1,5670
9,YXYXYXYYX,-1,45360
9,YXYXYYXXY,-1,45360
9,YXYXYYXYX,-1,45360
9,YXYXYYYXY,1,22680
9,YXYXYYYYX,-1,90720
9,YXYYXXXXY,-1,90720
9,YXYYXXYXY,-1,45360
9,YXYYXXYYX,1,90720
9,YXYYXYXXY,-1,45360
9,YXYYXYXYX,-1,45360
9,YXYYXYYXY,-1,45360
9,YXYYYXXXY,1,68040
9,YXYYYXYXY,1,22680
9,YXYYYYXXY,-1,90720
9,YXYYYYXYX,-1,90720
9,YXYYYYYXY,1,113400
9,YXYYYYYYX,-1,388800
9,YYXXXXXXY,-1,388800
9,YYXXXXXYX,1,302400
9,YYXXXXYXY,-1,90720
9,YYXXXXYYX,1,362880
9,YYXXXYYYX,-1,272160
9,YYXXYXXYX,1,90720
9,YYXXYXYXY,-1,45360
9,YYXXYXYYX,1,90720
9,YYXXYYXXY,1,90720
9,YYXXYYXYX,1,90720
9,YYXXYYYYX,1,362880
9,YYXYXXXXY,-1,90720
9,YYXYXXYXY,-1,45360
9,YYXYXXYYX,1,90720
9,YYXYXYXXY,-1,45360
9,YYXYXYXYX,-1,45360
9,YYXYXYYXY,-1,45360
9,YYXYYXXYX,1,90720
9,YYXYYXYXY,-1,45360
9,YYXYYXYYX,1,90720
9,YYXYYYYXY,-1,90720
9,YYXYYYYYX,1,302400
9,YYYXXXXXY,1,194400
9,YYYXXXXYX,-1,544320
9,YYYXXXYXY,1,68040
9,YYYXXXYYX,-1,272160
9,YYYXXYYYX,-1,272160
9,YYYXYXXXY,1,68040
9,YYYXYXYXY,1,22680
9,YYYXYYYXY,1,68040
9,YYYXYYYYX,-1,544320
9,YYYYXXXXY,-1,155520
9,YYYYXXXYX,-1,544320
9,YYYYXXYXY,-1,90720
9,YYYYXXYYX,1,362880
9,YYYYXYXXY,-1,90720
9,YYYYXYXYX,-1,90720
9,YYYYXYYXY,-1,90720
9,YYYYXYYYX,-1,544320
9,YYYYYXXXY,1,194400
9,YYYYYXXYX,1,302400
9,YYYYYXYXY,1,113400
9,YYYYYXYYX,1,302400
9,YYYYYYXXY,-1,388800
9,YYYYYYXYX,-1,388800
9,YYYYYYYXY,1,1360800
9,YYYYYYYYX,-1,10886400
10,XXXXXXXYXY,1,3024000
10,XXXXXXYXXY,-1,864000
10,XXXXXXYYXY,-1,864000
10,XXXXXYXXXY,1,432000
10,XXXXXYXYXY,1,252000
10,XXXXXYYXXY,1,672000
10,XXXXXYYYXY,1,432000
10,XXXXYXXXXY,-1,345600
10,XXXXYXXYXY,-1,201600
10,XXXXYXYXXY,-1,201600
10,XXXXYXYYXY,-1,201600
10,XXXXYYXXXY,-1,1209600
10,XXXXYYXYXY,-1,201600
10,XXXXYYYXXY,-1,1209600
10,XXXXYYYYXY,-1,345600
10,XXXYXXXXXY,1,432000
10,XXXYXXXYXY,1,151200
10,XXXYXYXXXY,1,151200
10,XXXYXYXYXY,1,50400
10,XXXYXYYYXY,1,151200
10,XXXYYXXXXY,-1,1209600
10,XXXYYYXXXY,1,907200
10,XXXYYYXYXY,1,151200
10,XXXYYYYXXY,-1,1209600
10,XXXYYYYYXY,1,432000
10,XXYXXXXXXY,-1,864000
10,XXYXXXXYXY,-1,201600
10,XXYXXYXYXY,-1,100800
10,XXYXXYYXXY,1,201600
10,XXYXYXXXXY,-1,201600
10,XXYXYXXYXY,-1,100800
10,XXYXYXYXXY,-1,100800
10,XXYXYXYYXY,-1,100800
10,XXYXYYXYXY,-1,100800
10,XXYXYYYYXY,-1,201600
10,XXYYXXXXXY,1,672000
10,XXYYXXYXXY,1,201600
10,XXYYXXYYXY,1,201600
10,XXYYXYXYXY,-1,100800
10,XXYYXYYXXY,1,201600
10,XXYYYXXXXY,-1,1209600
10,XXYYYYXXXY,-1,1209600
10,XXYYYYXYXY,-1,201600
10,XXYYYYYXXY,1,672000
10,XXYYYYYYXY,-1,864000
10,XYXXXXXXXY,1,3024000
10,XYXXXXXYXY,1,252000
10,XYXXXXYXXY,-1,201600
10,XYXXXXYYXY,-1,201600
10,XYXXXYXXXY,1,151200
10,XYXXXYXYXY,1,50400
10,XYXXXYYYXY,1,151200
10,XYXXYXXXXY,-1,201600
10,XYXXYXXYXY,-1,100800
10,XYXXYXYXXY,-1,100800
10,XYXXYXYYXY,-1,100800
10,XYXXYYXYXY,-1,100800
10,XYXXYYYYXY,-1,201600
10,XYXYXXXXXY,1,252000
10,XYXYXXXYXY,1,50400
10,XYXYXXYXXY,-1,100800
10,XYXYXXYYXY,-1,100800
10,XYXYXYXXXY,1,50400
10,XYXYXYXYXY,1,12600
10,XYXYXYYXXY,-1,100800
10,XYXYXYYYXY,1,50400
10,XYXYYXXXXY,-1,201600
10,XYXYYXXYXY,-1,100800
10,XYXYYXYXXY,-1,100800
10,XYXYYXYYXY,-1,100800
10,XYXYYYXXXY,1,151200
10,XYXYYYXYXY,1,50400
10,XYXYYYYXXY,-1,201600
10,XYXYYYYYXY,1,252000
10,XYYXXXXXXY,-1,864000
10,XYYXXXXYXY,-1,201600
10,XYYXXYXYXY,-1,100800
10,XYYXXYYXXY,1,201600
10,XYYXYXXXXY,-1,201600
10,XYYXYXXYXY,-1,100800
10,XYYXYXYXXY,-1,100800
10,XYYXYXYYXY,-1,100800
10,XYYXYYXYXY,-1,100800
10,XYYXYYYYXY,-1,201600
10,XYYYXXXXXY,1,432000
10,XYYYXXXYXY,1,151200
10,XYYYXYXXXY,1,151200
10,XYYYXYXYXY,1,50400
10,XYYYXYYYXY,1,151200
10,XYYYYXXXXY,-1,345600
10,XYYYYXXYXY,-1,201600
10,XYYYYXYXXY,-1,201600
10,XYYYYXYYXY,-1,201600
10,XYYYYYXXXY,1,432000
10,XYYYYYXYXY,1,252000
10,XYYYYYYXXY,-1,864000
10,XYYYYYYYXY,1,3024000
10,YXXXXXXXYX,-1,3024000
10,YXXXXXXYYX,1,864000
10,YXXXXXYXYX,-1,252000
10,YXXXXXYYYX,-1,432000
10,YXXXXYXXYX,1,201600
10,YXXXXYXYYX,1,201600
10,YXXXXYYXYX,1,201600
10,YXXXXYYYYX,1,345600
10,YXXXYXXXYX,-1,151200
10,YXXXYXYXYX,-1,50400
10,YXXXYXYYYX,-1,151200
10,YXXXYYYXYX,-1,151200
10,YXXXYYYYYX,-1,432000
10,YXXYXXXXYX,1,201600
10,YXXYXXYXYX,1,100800
10,YXXYXYXXYX,1,100800
10,YXXYXYXYYX,1,100800
10,YXXYXYYXYX,1,100800
10,YXXYXYYYYX,1,201600
10,YXXYYXXYYX,-1,201600
10,YXXYYXYXYX,1,100800
10,YXXYYYYXYX,1,201600
10,YXXYYYYYYX,1,864000
10,YXYXXXXXYX,-1,252000
10,YXYXXXXYYX,1,201600
10,YXYXXXYXYX,-1,50400
10,YXYXXXYYYX,-1,151200
10,YXYXXYXXYX,1,100800
10,YXYXXYXYYX,1,100800
10,YXYXXYYXYX,1,100800
10,YXYXXYYYYX,1,201600
10,YXYXYXXXYX,-1,50400
10,YXYXYXXYYX,1,100800
10,YXYXYXYXYX,-1,12600
10,YXYXYXYYYX,-1,50400
10,YXYXYYXXYX,1,100800
10,YXYXYYXYYX,1,100800
10,YXYXYYYXYX,-1,50400
10,YXYXYYYYYX,-1,252000
10,YXYYXXXXYX,1,201600
10,YXYYXXYXYX,1,100800
10,YXYYXYXXYX,1,100800
10,YXYYXYXYYX,1,100800
10,YXYYXYYXYX,1,100800
10,YXYYXYYYYX,1,201600
10,YXYYYXXXYX,-1,151200
10,YXYYYXYXYX,-1,50400
10,YXYYYXYYYX,-1,151200
10,YXYYYYXXYX,1,201600
10,YXYYYYXYYX,1,201600
10,YXYYYYYXYX,-1,252000
10,YXYYYYYYYX,-1,3024000
10,YYXXXXXXYX,1,864000
10,YYXXXXXYYX,-1,672000
10,YYXXXXYXYX,1,201600
10,YYXXXXYYYX,1,1209600
10,YYXXXYYYYX,1,1209600
10,YYXXYXXYYX,-1,201600
10,YYXXYXYXYX,1,100800
10,YYXXYYXXYX,-1,201600
10,YYXXYYXYYX,-1,201600
10,YYXXYYYYYX,-1,672000
10,YYXYXXXXYX,1,201600
10,YYXYXXYXYX,1,100800
10,YYXYXYXXYX,1,100800
10,YYXYXYXYYX,1,100800
10,YYXYXYYXYX,1,100800
10,YYXYXYYYYX,1,201600
10,YYXYYXXYYX,-1,201600
10,YYXYYXYXYX,1,100800
10,YYXYYYYXYX,1,201600
10,YYXYYYYYYX,1,864000
10,YYYXXXXXYX,-1,432000
10,YYYXXXXYYX,1,1209600
10,YYYXXXYXYX,-1,151200
10,YYYXXXYYYX,-1,907200
10,YYYXXYYYYX,1,1209600
10,YYYXYXXXYX,-1,151200
10,YYYXYXYXYX,-1,50400
10,YYYXYXYYYX,-1,151200
10,YYYXYYYXYX,-1,151200
10,YYYXYYYYYX,-1,432000
10,YYYYXXXXYX,1,345600
10,YYYYXXXYYX,1,1209600
10,YYYYXXYXYX,1,201600
10,YYYYXXYYYX,1,1209600
10,YYYYXYXXYX,1,201600
10,YYYYXYXYYX,1,201600
10,YYYYXYYXYX,1,201600
10,YYYYXYYYYX,1,345600
10,YYYYYXXXYX,-1,432000
10,YYYYYXXYYX,-1,672000
10,YYYYYXYXYX,-1,252000
10,YYYYYXYYYX,-1,432000
10,YYYYYYXXYX,1,864000
10,YYYYYYXYYX,1,864000
10,YYYYYYYXYX,-1,3024000
11,XXXXXXXXXXY,1,526901760
11,XXXXXXXXXYX,-1,52690176
11,XXXXXXXXYXY,1,11708928
11,XXXXXXXXYYX,1,11708928
11,XXXXXXXYXXY,-13,73180800
11,XXXXXXXYXYX,-1,3049200
11,XXXXXXXYYXY,-13,73180800
11,XXXXXXXYYYX,-1,4390848
11,XXXXXXYXXXY,7,31363200
11,XXXXXXYXXYX,1,1742400
11,XXXXXXYXYXY,1,1742400
11,XXXXXXYXYYX,1,1742400
11,XXXXXXYYXXY,1,20908800
11,XXXXXXYYXYX,1,1742400
11,XXXXXXYYYXY,7,31363200
11,XXXXXXYYYYX,1,2509056
11,XXXXXYXXXXY,-1,9757440
11,XXXXXYXXXYX,-17,18295200
11,XXXXXYXXYXY,-1,3049200
11,XXXXXYXXYYX,-1,3049200
11,XXXXXYXYXXY,-1,3049200
11,XXXXXYXYXYX,-13,6098400
11,XXXXXYXYYXY,-1,3049200
11,XXXXXYXYYYX,-17,18295200
11,XXXXXYYXXXY,1,8131200
11,XXXXXYYXXYX,-1,3049200
11,XXXXXYYXYXY,-1,3049200
11,XXXXXYYXYYX,-1,3049200
11,XXXXXYYYXXY,1,8131200
11,XXXXXYYYXYX,-17,18295200
11,XXXXXYYYYXY,-1,9757440
11,XXXXXYYYYYX,-1,2090880
11,XXXXYXXXXXY,-1,9757440
11,XXXXYXXXXYX,1,975744
11,XXXXYXXXYXY,1,3659040
11,XXXXYXXXYYX,1,3659040
11,XXXXYXXYXXY,-1,2090880
11,XXXXYXXYXYX,13,7318080
11,XXXXYXXYYXY,-1,2090880
11,XXXXYXXYYYX,1,3659040
11,XXXXYXYXXXY,1,3659040
11,XXXXYXYXXYX,13,7318080
11,XXXXYXYXYXY,13,7318080
11,XXXXYXYXYYX,13,7318080
11,XXXXYXYYXXY,-1,2090880
11,XXXXYXYYXYX,13,7318080
11,XXXXYXYYYXY,1,3659040
11,XXXXYXYYYYX,1,975744
11,XXXXYYXXXXY,-17,58544640
11,XXXXYYXXXYX,1,3659040
11,XXXXYYXXYXY,-1,2090880
11,XXXXYYXXYYX,-1,2090880
11,XXXXYYXYXXY,-1,2090880
11,XXXXYYXYXYX,13,7318080
11,XXXXYYXYYXY,-1,2090880
11,XXXXYYXYYYX,1,3659040
11,XXXXYYYXXXY,1,43908480
11,XXXXYYYXXYX,1,3659040
11,XXXXYYYXYXY,1,3659040
11,XXXXYYYXYYX,1,3659040
11,XXXXYYYYXXY,-17,58544640
11,XXXXYYYYXYX,1,975744
11,XXXXYYYYYXY,-1,9757440
11,XXXXYYYYYYX,1,2509056
11,XXXYXXXXXXY,7,31363200
11,XXXYXXXXXYX,-17,18295200
11,XXXYXXXXYXY,1,3659040
11,XXXYXXXXYYX,1,3659040
11,XXXYXXXYXXY,1,3659040
11,XXXYXXXYXYX,-1,365904
11,XXXYXXXYYXY,1,3659040
11,XXXYXXXYYYX,-1,1372140
11,XXXYXXYXXXY,1,3659040
11,XXXYXXYXXYX,1,3659040
11,XXXYXXYXYXY,1,3659040
11,XXXYXXYXYYX,1,3659040
11,XXXYXXYYXXY,1,3659040
11,XXXYXXYYXYX,1,3659040
11,XXXYXXYYYXY,1,3659040
11,XXXYXXYYYYX,1,3659040
11,XXXYXYXXXXY,1,3659040
11,XXXYXYXXXYX,-1,365904
11,XXXYXYXXYXY,1,3659040
11,XXXYXYXXYYX,1,3659040
11,XXXYXYXYXXY,1,3659040
11,XXXYXYXYXYX,-1,114345
11,XXXYXYXYYXY,1,3659040
11,XXXYXYXYYYX,-1,365904
11,XXXYXYYXXXY,1,3659040
11,XXXYXYYXXYX,1,3659040
11,XXXYXYYXYXY,1,3659040
11,XXXYXYYXYYX,1,3659040
11,XXXYXYYYXXY,1,3659040
11,XXXYXYYYXYX,-1,365904
11,XXXYXYYYYXY,1,3659040
11,XXXYXYYYYYX,-17,18295200
11,XXXYYXXXXXY,1,8131200
11,XXXYYXXXXYX,1,3659040
11,XXXYYXXXYXY,1,3659040
11,XXXYYXXXYYX,1,3659040
11,XXXYYXXYXXY,1,3659040
11,XXXYYXXYXYX,1,3659040
11,XXXYYXXYYXY,1,3659040
11,XXXYYXXYYYX,1,3659040
11,XXXYYXYXXXY,1,3659040
11,XXXYYXYXXYX,1,3659040
11,XXXYYXYXYXY,1,3659040
11,XXXYYXYXYYX,1,3659040
11,XXXYYXYYXXY,1,3659040
11,XXXYYXYYXYX,1,3659040
11,XXXYYXYYYXY,1,3659040
11,XXXYYXYYYYX,1,3659040
11,XXXYYYXXXXY,1,43908480
11,XXXYYYXXXYX,-1,1372140
11,XXXYYYXXYXY,1,3659040
11,XXXYYYXXYYX,1,3659040
11,XXXYYYXYXXY,1,3659040
11,XXXYYYXYXYX,-1,365904
11,XXXYYYXYYXY,1,3659040
11,XXXYYYXYYYX,-1,1372140
11,XXXYYYYXXXY,1,43908480
11,XXXYYYYXXYX,1,3659040
11,XXXYYYYXYXY,1,3659040
11,XXXYYYYXYYX,1,3659040
11,XXXYYYYYXXY,1,8131200
11,XXXYYYYYXYX,-17,18295200
11,XXXYYYYYYXY,7,31363200
11,XXXYYYYYYYX,-1,4390848
11,XXYXXXXXXXY,-13,73180800
11,XXYXXXXXXYX,1,1742400
11,XXYXXXXXYXY,-1,3049200
11,XXYXXXXXYYX,-1,3049200
11,XXYXXXXYXXY,-1,2090880
11,XXYXXXXYXYX,13,7318080
11,XXYXXXXYYXY,-1,2090880
11,XXYXXXXYYYX,1,3659040
11,XXYXXXYXXXY,1,3659040
11,XXYXXXYXXYX,1,3659040
11,XXYXXXYXYXY,1,3659040
11,XXYXXXYXYYX,1,3659040
11,XXYXXXYYXXY,1,3659040
11,XXYXXXYYXYX,1,3659040
11,XXYXXXYYYXY,1,3659040
11,XXYXXXYYYYX,1,3659040
11,XXYXXYXXXXY,-1,2090880
11,XXYXXYXXXYX,1,3659040
11,XXYXXYXXYXY,-1,813120
11,XXYXXYXXYYX,-1,813120
11,XXYXXYXYXXY,-1,813120
11,XXYXXYXYXYX,1,304920
11,XXYXXYXYYXY,-1,813120
11,XXYXXYXYYYX,1,3659040
11,XXYXXYYXXXY,1,3659040
11,XXYXXYYXXYX,-1,813120
11,XXYXXYYXYXY,-1,813120
11,XXYXXYYXYYX,-1,813120
11,XXYXXYYYXXY,1,3659040
11,XXYXXYYYXYX,1,3659040
11,XXYXXYYYYXY,-1,2090880
11,XXYXXYYYYYX,-1,3049200
11,XXYXYXXXXXY,-1,3049200
11,XXYXYXXXXYX,13,7318080
11,XXYXYXXXYXY,1,3659040
11,XXYXYXXXYYX,1,3659040
11,XXYXYXXYXXY,-1,813120
11,XXYXYXXYXYX,1,304920
11,XXYXYXXYYXY,-1,813120
11,XXYXYXXYYYX,1,3659040
11,XXYXYXYXXXY,1,3659040
11,XXYXYXYXXYX,1,304920
11,XXYXYXYXYXY,1,304920
11,XXYXYXYXYYX,1,304920
11,XXYXYXYYXXY,-1,813120
11,XXYXYXYYXYX,1,304920
11,XXYXYXYYYXY,1,3659040
11,XXYXYXYYYYX,13,7318080
11,XXYXYYXXXXY,-1,2090880
11,XXYXYYXXXYX,1,3659040
11,XXYXYYXXYXY,-1,813120
11,XXYXYYXXYYX,-1,813120
11,XXYXYYXYXXY,-1,813120
11,XXYXYYXYXYX,1,304920
11,XXYXYYXYYXY,-1,813120
11,XXYXYYXYYYX,1,3659040
11,XXYXYYYXXXY,1,3659040
11,XXYXYYYXXYX,1,3659040
11,XXYXYYYXYXY,1,3659040
11,XXYXYYYXYYX,1,3659040
11,XXYXYYYYXXY,-1,2090880
11,XXYXYYYYXYX,13,7318080
11,XXYXYYYYYXY,-1,3049200
11,XXYXYYYYYYX,1,1742400
11,XXYYXXXXXXY,1,20908800
11,XXYYXXXXXYX,-1,3049200
11,XXYYXXXXYXY,-1,2090880
11,XXYYXXXXYYX,-1,2090880
11,XXYYXXXYXXY,1,3659040
11,XXYYXXXYXYX,1,3659040
11,XXYYXXXYYXY,1,3659040
11,XXYYXXXYYYX,1,3659040
11,XXYYXXYXXXY,1,3659040
11,XXYYXXYXXYX,-1,813120
11,XXYYXXYXYXY,-1,813120
11,XXYYXXYXYYX,-1,813120
11,XXYYXXYYXXY,1,975744
11,XXYYXXYYXYX,-1,813120
11,XXYYXXYYYXY,1,3659040
11,XXYYXXYYYYX,-1,2090880
11,XXYYXYXXXXY,-1,2090880
11,XXYYXYXXXYX,1,3659040
11,XXYYXYXXYXY,-1,813120
11,XXYYXYXXYYX,-1,813120
11,XXYYXYXYXXY,-1,813120
11,XXYYXYXYXYX,1,304920
11,XXYYXYXYYXY,-1,813120
11,XXYYXYXYYYX,1,3659040
11,XXYYXYYXXXY,1,3659040
11,XXYYXYYXXYX,-1,813120
11,XXYYXYYXYXY,-1,813120
11,XXYYXYYXYYX,-1,813120
11,XXYYXYYYXXY,1,3659040
